block_index,record_id,timestamp,data_hash,previous_hash,block_hash
23,SECTION_23_FD-302_SURVEILLANCE,2025-08-07 14:42:00 EST,de31199e8d1d96bbb9c45b5c25c71988ad308f6f37066511874662a59ed5bea4,f6be78df79ac5b5cf86f4f5b4ac31773dbf86eb0799e1c8f7d2a5fdbf428647a,71df76a8114ed2da520fe01b45e535caf43c0bedde6f24ff3d6bf9a87fca3fc9
24,SECTION_24_CDR_CELLULAR_TOWER_LOG,2025-08-07 22:48:00 EST,84ccffe5620f6b4e62a7efafc8af9e5254dfc453f4da1647e3da0cd41e58949a,71df76a8114ed2da520fe01b45e535caf43c0bedde6f24ff3d6bf9a87fca3fc9,34ca4ee928fa4d4b61bb66d390985305308b090b2a1c5de32afef682fdc60759
25,SECTION_25_CDR_CELLULAR_TOWER_LOG,2025-08-08 07:37:00 EST,9449d7364ecbef6ced4350f0cdd05b8f1e1da1357f332fc50329e3bc484b066e,34ca4ee928fa4d4b61bb66d390985305308b090b2a1c5de32afef682fdc60759,5301f740c34cd03fc50c22e9e880aa39bd9d230af0e3beb3942fbbd9fad3d672
26,SECTION_26_FINANCIAL_AUDIT_LOG,2025-08-08 19:38:00 EST,f66c13ee9474b780dd516876b56cb9c2236fb1a128ab2047984c8f8c6ef7156c,5301f740c34cd03fc50c22e9e880aa39bd9d230af0e3beb3942fbbd9fad3d672,59e2e81a09896e5590d6158bb9898a10b30e35a5ff53bc34ebc32c0eb10bcafe
27,SECTION_27_FINANCIAL_AUDIT_LOG,2025-08-09 05:10:00 EST,d0a7f59dc62c574fcbbc9db843584abdaca4382ebe9e1d25d1b5ada1e85585b6,59e2e81a09896e5590d6158bb9898a10b30e35a5ff53bc34ebc32c0eb10bcafe,9516e78a035bcbfe15a7c8fec064457b3925316936ad08c3646273079f9c68d5
28,SECTION_28_FD-302_SURVEILLANCE,2025-08-09 07:57:00 EST,6faf04128f376d7a41810d29d048b2bccfdf30f55fccd169b11d74fc2ef3703d,9516e78a035bcbfe15a7c8fec064457b3925316936ad08c3646273079f9c68d5,5f1aecbc43b5fc55aa00304fde8be85ad41854399eb3191921fa11680f647d42
29,SECTION_29_WIRETAP_INTERCEPT,2025-08-09 18:32:00 EST,3206fa6c2c944a646e6b4351d7a54ec49bd255fbb8a3fd0c0b27bc194df81fdb,5f1aecbc43b5fc55aa00304fde8be85ad41854399eb3191921fa11680f647d42,749bbc5d714e329cdf240544a19ac377dcc2b900e1ca2d28df4f239f73af5abb
30,SECTION_30_FINANCIAL_AUDIT_LOG,2025-08-10 02:05:00 EST,816b6f4dd2c9054d95ceb7729693dbf9e6e2c051fd8a30d5061af56eafd53102,749bbc5d714e329cdf240544a19ac377dcc2b900e1ca2d28df4f239f73af5abb,2b58009a44a0f1542252d5a62918e8543028ad145ac23be813eae1bb06d7e590
31,SECTION_31_CDR_CELLULAR_TOWER_LOG,2025-08-10 03:35:00 EST,ab933505676ec88a8f10aa2a60e1149ea41cbe4b8c0cc065475d974f2e190310,2b58009a44a0f1542252d5a62918e8543028ad145ac23be813eae1bb06d7e590,f35df259757f3922b375607390f43e601c5227c271e056cbf1fff76c37dc461d
32,SECTION_32_FD-302_SURVEILLANCE,2025-08-10 06:35:00 EST,dab89008922fd5a00d66106bbd76f1d186fd02ab0b77153bfe6604fc639b3871,f35df259757f3922b375607390f43e601c5227c271e056cbf1fff76c37dc461d,cfd99ea2e6e97e0f5633cbdd426a8699b34440e8e732d9f9a187a3895793d651
33,SECTION_33_FINANCIAL_AUDIT_LOG,2025-08-10 15:25:00 EST,4572e7ec15dea6c60d997f8c27701f3df8974f8b13ed8e3fbfabde41f8dcee56,cfd99ea2e6e97e0f5633cbdd426a8699b34440e8e732d9f9a187a3895793d651,e0929e327cf4389b3fb9fda63aa1d97f9c4f15a8d283281be8482bd439839b3a
34,SECTION_34_FINANCIAL_AUDIT_LOG,2025-08-11 04:22:00 EST,fef0ed1959dfa252585175dcd5af0c48cea1afc242f661b048a6e68a155b966d,e0929e327cf4389b3fb9fda63aa1d97f9c4f15a8d283281be8482bd439839b3a,f75eafaffdc2b5b644171dac9045550edebd745b0544e352733ab3ed42a3d908
35,SECTION_35_CDR_CELLULAR_TOWER_LOG,2025-08-11 06:31:00 EST,7a3c279da18536bd7d8c1cc52ccdcb52e2a1c34f6367cf8b738a81b9fc1d468a,f75eafaffdc2b5b644171dac9045550edebd745b0544e352733ab3ed42a3d908,7e12ac02d22e88ea7b575d861bbd9825e8e906ea7dca0b4a92b3ffb45f98b714
36,SECTION_36_WIRETAP_INTERCEPT,2025-08-11 07:53:00 EST,81d53504b58f942703a0d325c6913eb5393ccef124f34b257b864480f66dc725,7e12ac02d22e88ea7b575d861bbd9825e8e906ea7dca0b4a92b3ffb45f98b714,714e1a70a825022eac36029f769a0a32c67b769fd55e2130c9e827827576bff0
37,SECTION_37_FINANCIAL_AUDIT_LOG,2025-08-11 12:20:00 EST,a75d85c6df26e893ba506ed51ee010797b65e501ad79996423035d145d55e96b,714e1a70a825022eac36029f769a0a32c67b769fd55e2130c9e827827576bff0,0c7a53267f109b0470ff8e405e7766530ab5a22004cd0e44612f924f94716e06
38,SECTION_38_WIRETAP_INTERCEPT,2025-08-11 21:02:00 EST,a2b93831977c915b03f3293becfbed72428b849ad2f54e836da3a02e67d27319,0c7a53267f109b0470ff8e405e7766530ab5a22004cd0e44612f924f94716e06,fd00763bed9c3f3f8af0dcf6a7c07f79aecd6bb52bd3be1da743bb538b8b20ea
39,SECTION_39_CDR_CELLULAR_TOWER_LOG,2025-08-12 01:12:00 EST,6c858fd223d98047bf47f63a8a6d928f79484a26b59df6b2912caa58560c14ee,fd00763bed9c3f3f8af0dcf6a7c07f79aecd6bb52bd3be1da743bb538b8b20ea,f96bf17dfc95766dae8fa5ec336f31fb5e145627930da1a44e8ee5efba9bab99
40,SECTION_40_FINANCIAL_AUDIT_LOG,2025-08-12 06:20:00 EST,26ac5b2cd9036d2b5cd5fd2c5ef7b2b952dc1bb0e53d87788639370b60e8863c,f96bf17dfc95766dae8fa5ec336f31fb5e145627930da1a44e8ee5efba9bab99,2313604839a36d57f5c4bec112363ec76486c7d8f757f9a7629e000fb1567446
41,SECTION_41_FINANCIAL_AUDIT_LOG,2025-08-12 13:05:00 EST,8a1873e2b620e644240e556401dace0c27ee92806b6a5fd4286c56c20bd1f55f,2313604839a36d57f5c4bec112363ec76486c7d8f757f9a7629e000fb1567446,4cf84f6fda37028bd063e9180bcf93a03ead05beacc6cbfeac19d03b60ee7c28
42,SECTION_42_CDR_CELLULAR_TOWER_LOG,2025-08-12 22:37:00 EST,103746941d8b496feb5386a8a3dd64e7991a496acc1ae984f9b79967d3f8bcb9,4cf84f6fda37028bd063e9180bcf93a03ead05beacc6cbfeac19d03b60ee7c28,57479d361e562ffb42fe47118a7725d82793cc3739ad8143570c4640da9a5c33
43,SECTION_43_FINANCIAL_AUDIT_LOG,2025-08-13 09:10:00 EST,3a10ff85169ef39419a736c144b9448a2f42c9489131cfc016da9d18b8e352a7,57479d361e562ffb42fe47118a7725d82793cc3739ad8143570c4640da9a5c33,b5f1d1b16d89e54ba8a1b2250a2e3dc5eb735c744bac35d71a71ec4d8f867f9e
44,SECTION_44_FD-302_SURVEILLANCE,2025-08-13 16:42:00 EST,0215811215c7db35b631617eadbc32a5689d6223d6bcbb07e04be287a52d7a6f,b5f1d1b16d89e54ba8a1b2250a2e3dc5eb735c744bac35d71a71ec4d8f867f9e,0784453f77f64c4f71d9535c518804323c55a88198e8a40d77e216b8dac7d41c
45,SECTION_45_WIRETAP_INTERCEPT,2025-08-14 04:43:00 EST,7469c66460de4511050061ff1e54774a2a313d4afedf060984cd71a8cae413ad,0784453f77f64c4f71d9535c518804323c55a88198e8a40d77e216b8dac7d41c,bc334b891391614b1b1c9f60eafba09106665453bed5be72876e7aae49a9f198
46,SECTION_46_FINANCIAL_AUDIT_LOG,2025-08-14 06:13:00 EST,781970933d610600138c3d24e75e40e9bf1ebaecdf1179575775a50081d490fa,bc334b891391614b1b1c9f60eafba09106665453bed5be72876e7aae49a9f198,fac25d1a45648e9471c11bc24467a0656d1d4cc07246fe8e30a3622b29ccb159
47,SECTION_47_CDR_CELLULAR_TOWER_LOG,2025-08-14 11:48:00 EST,4438e7575ea99bf2a535821f555ff18766c5c4dcf87f740ddc36d33c8c990330,fac25d1a45648e9471c11bc24467a0656d1d4cc07246fe8e30a3622b29ccb159,34f972223d56f9a2a61fd0ceac63c42366ea397b11c3657fe7ffb0036495ee76
48,SECTION_48_FINANCIAL_AUDIT_LOG,2025-08-14 14:40:00 EST,aad30664a98f3da2d2c57fc5bbc6538ece85ca8d38fa85676d56a8f16bf4b10f,34f972223d56f9a2a61fd0ceac63c42366ea397b11c3657fe7ffb0036495ee76,51d0a3f66d7d0b9f8f78d75598d302755bc3a99d7180b9400a9726bc7a4415fc
49,SECTION_49_WIRETAP_INTERCEPT,2025-08-14 19:59:00 EST,f868d2ade9a44e34e30c2486e509354cf8a93c6391514d25d227e3e8aa66f43c,51d0a3f66d7d0b9f8f78d75598d302755bc3a99d7180b9400a9726bc7a4415fc,1812ce156492ddd3de8104fe0b1110962ab9e8817886020fa9f8fcfc0a08f931
50,SECTION_50_FD-302_SURVEILLANCE,2025-08-15 05:25:00 EST,8a0f981e9155144e467e43733437f7e63813be9511b289e227ce50e4d7056ff6,1812ce156492ddd3de8104fe0b1110962ab9e8817886020fa9f8fcfc0a08f931,08aebb5d42dd993cf59c5460f4444a8a06fe4abed92d8e5387d3b699cc682e54
51,SECTION_51_FD-302_SURVEILLANCE,2025-08-15 13:21:00 EST,7e8a976f9af5bfd7fa9b30e6cc2bc6965a5a65a7487ca63113aa23ad69ff1198,08aebb5d42dd993cf59c5460f4444a8a06fe4abed92d8e5387d3b699cc682e54,389c617486d740007da3aa322284fc533463f42e6211a8273c26e49d4be2f43c
52,SECTION_52_CDR_CELLULAR_TOWER_LOG,2025-08-15 17:04:00 EST,210a2a4bf1710bbde05f8073ea8874846e0b0d4a2b8546c1d409bf2178fd715a,389c617486d740007da3aa322284fc533463f42e6211a8273c26e49d4be2f43c,7bba811b45abe8fa63a3ebcf3ce4a14c00944edc827631df599a1e0fa588b7a2
53,SECTION_53_FINANCIAL_AUDIT_LOG,2025-08-16 05:16:00 EST,e5eb0a952e3765fb0a05715d15f2b775a33ff5f8bde8a236fc3eaf9c0524cf29,7bba811b45abe8fa63a3ebcf3ce4a14c00944edc827631df599a1e0fa588b7a2,761e7d3a9beb159c4ccd6e0087c47c8eadef0f1d875167a94a218bf9494b6d22
54,SECTION_54_FD-302_SURVEILLANCE,2025-08-16 15:29:00 EST,9a8ca54db8187c934e2b36982d194c508ade546a9d44d77695c909f8d4362f34,761e7d3a9beb159c4ccd6e0087c47c8eadef0f1d875167a94a218bf9494b6d22,9978b631cb4fc0a3c2ccd7c502c9d5d596befb54f9c1c39a02f655878eb9ad83
55,SECTION_55_FINANCIAL_AUDIT_LOG,2025-08-16 20:08:00 EST,93f36c6136b833620291c94cf77010b07e698fe752335d38833b3a738d20e534,9978b631cb4fc0a3c2ccd7c502c9d5d596befb54f9c1c39a02f655878eb9ad83,646058e3c1bdca608e39b2d0010b00e2b8f67d328e1adfb68404340e1d6a58cc
56,SECTION_56_WIRETAP_INTERCEPT,2025-08-17 08:35:00 EST,0da761cee685c4d1f6064f749ecfdb98875b2198221f6d71937aaa41bda59a53,646058e3c1bdca608e39b2d0010b00e2b8f67d328e1adfb68404340e1d6a58cc,7d15284ea6f9cf60f600cd033850d3df359235f96c0b04a70f00a5f203765367
57,SECTION_57_WIRETAP_INTERCEPT,2025-08-17 21:33:00 EST,47087dfdca5cd1ca6bda376935119d3d42ee305c962b39f55659b4f4dee1c10c,7d15284ea6f9cf60f600cd033850d3df359235f96c0b04a70f00a5f203765367,d09b59c1280648cc8efba6b525ac42b6d9df58d2a608698f620891f72e8f4d6d
58,SECTION_58_FINANCIAL_AUDIT_LOG,2025-08-17 23:10:00 EST,532f47c79cfd14dbd08515759ec34bb59d1002f20a9b7668c06220f58de812c4,d09b59c1280648cc8efba6b525ac42b6d9df58d2a608698f620891f72e8f4d6d,9e284f4f0772eaded83690b10fd8433393e830e6c0b7aa0e912b5d028e02efcc
59,SECTION_59_WIRETAP_INTERCEPT,2025-08-18 10:04:00 EST,780b47ad34a44f6a6df8b7e0f86141751d64bf5151a6b2e786878b52493742e1,9e284f4f0772eaded83690b10fd8433393e830e6c0b7aa0e912b5d028e02efcc,5648155fff45fe5a3548b3393b7769a5a2fd33ebccf76e4059dde43e4558a274
60,SECTION_60_FD-302_SURVEILLANCE,2025-08-18 11:38:00 EST,96f5d5222574e1d35f49cbc1a8c113391fc4eaa3751e8967f6312d06a2c69120,5648155fff45fe5a3548b3393b7769a5a2fd33ebccf76e4059dde43e4558a274,bbf1335422dbaecbdb3a79bf59a701e94a3519b9a03f8a49cc905243add09b7a
61,SECTION_61_FD-302_SURVEILLANCE,2025-08-18 13:35:00 EST,84fd6a7465266d2d61a6dcb4ecd364b34bb52c3ea09749d7a9cc09f6938db455,bbf1335422dbaecbdb3a79bf59a701e94a3519b9a03f8a49cc905243add09b7a,09167a7fbbb54d88464442a848b6b61d9518781a6ae59bf18567ed20911e77ec
62,SECTION_62_CDR_CELLULAR_TOWER_LOG,2025-08-18 17:22:00 EST,765777e629c79aecdf161ce72f730b0e4081084eb437f5f6613bff0575b1a708,09167a7fbbb54d88464442a848b6b61d9518781a6ae59bf18567ed20911e77ec,3cfe78d20015cc8c4b58aa0900515718f8274effd9c8b6556466972ac3f619ef
63,SECTION_63_FD-302_SURVEILLANCE,2025-08-18 20:09:00 EST,c59a9ddd1583bd317e0100c62c6965e4ca2e38403cc7c4f01c96054947f00b1b,3cfe78d20015cc8c4b58aa0900515718f8274effd9c8b6556466972ac3f619ef,f916615e782c5be53e9f873d807987201b3c364e635bde01ed5545fdc589ad6e
64,SECTION_64_CDR_CELLULAR_TOWER_LOG,2025-08-19 07:48:00 EST,70aefc94eba0e09aa79ee82d809a85c781fd89891bb008c31e10f14bbe44d2d6,f916615e782c5be53e9f873d807987201b3c364e635bde01ed5545fdc589ad6e,ac4d24fb0e49609063881cacd95fb501e48e37ec2a49f0dcd7e347a7403a16f0
65,SECTION_65_WIRETAP_INTERCEPT,2025-08-19 14:34:00 EST,5c09c59a243ca77b5d80fe9d1df8c99c82537ca98280c81e1734db95fa14b743,ac4d24fb0e49609063881cacd95fb501e48e37ec2a49f0dcd7e347a7403a16f0,3dd70d78242500627f17fc018e8c9f7c6208ef27069b535cec5dd2234de56135
66,SECTION_66_FD-302_SURVEILLANCE,2025-08-19 20:26:00 EST,3924daa777d3aa2a8e6eff1343c6dcb6967e33d0d4b0ca7283a33c5cc4293fde,3dd70d78242500627f17fc018e8c9f7c6208ef27069b535cec5dd2234de56135,4792e7c34057ccb91a1b101cf1a6d955ab467347a50642767d5a98e0b4a0b9ec
67,SECTION_67_FINANCIAL_AUDIT_LOG,2025-08-20 07:02:00 EST,ed48dad44c1e519f2e00d5d114ddd31a096444b5d911b2bd03feb4b549a09377,4792e7c34057ccb91a1b101cf1a6d955ab467347a50642767d5a98e0b4a0b9ec,dd7acf37c38e9924615d8c009c622d3638da47abb4aa889c8fe893f351c332ee
68,SECTION_68_CDR_CELLULAR_TOWER_LOG,2025-08-20 17:27:00 EST,e349eec6c03ab2a802abcd5062ad86dc6f5d6e2f2dea4992bf3865cdf7a4e41e,dd7acf37c38e9924615d8c009c622d3638da47abb4aa889c8fe893f351c332ee,31f924479a34c0184793ee89aef29666aebe1a40d159a1e33a23377f60aeb751
69,SECTION_69_WIRETAP_INTERCEPT,2025-08-20 19:28:00 EST,816fb2a79a938ad6dbd6f37595fc216d954027523d2243cf542c3da5f72fcfb9,31f924479a34c0184793ee89aef29666aebe1a40d159a1e33a23377f60aeb751,ef031c3b94d381050741f3652352aa285ccc90490a7ff6cdb91595b387dabefb
70,SECTION_70_WIRETAP_INTERCEPT,2025-08-20 22:53:00 EST,412ed40b213d2124659f8b75c0e6ac18d6d6558ea118ec9e5d33b00e336663cb,ef031c3b94d381050741f3652352aa285ccc90490a7ff6cdb91595b387dabefb,807a22edb8a625a7bcd59163915b3def5a164e7443ec18a4fe135be1ddc0129b
71,SECTION_71_WIRETAP_INTERCEPT,2025-08-20 23:58:00 EST,508489d3801010e3e716438124a00e75fa34ddf269e3657ff56e4eb00ae8419c,807a22edb8a625a7bcd59163915b3def5a164e7443ec18a4fe135be1ddc0129b,f18585016fb10d874d6247e08812f291554ea8455d41e9b638bae7a9d8c41803
72,SECTION_72_FD-302_SURVEILLANCE,2025-08-21 06:44:00 EST,05ed320fb94d482aec894511f28da46199189bc74cef547e2bfec93bd4716f44,f18585016fb10d874d6247e08812f291554ea8455d41e9b638bae7a9d8c41803,c1cb66459e21252637a887dfff5351e354329cf93c8a69bb47528f5fbad32f60
73,SECTION_73_CDR_CELLULAR_TOWER_LOG,2025-08-21 19:27:00 EST,86983abaf76cd356259a8f7e944905bc2b04080165b100836bc503fa76b8a156,c1cb66459e21252637a887dfff5351e354329cf93c8a69bb47528f5fbad32f60,9dbd7da6add16c13a5d5d34f1ffed30d8b296d157f722b71ef51195888faf48d
74,SECTION_74_WIRETAP_INTERCEPT,2025-08-21 23:41:00 EST,edffd7fc9038cd0fcfd0cec16bdf4dd904cb86db3da2d2d346587d1fece5bfc6,9dbd7da6add16c13a5d5d34f1ffed30d8b296d157f722b71ef51195888faf48d,aad3938ef2b9bb2e1e8fa1170db990048a4ef5d48c02024d9f3c9f24f5e245ff
75,SECTION_75_FINANCIAL_AUDIT_LOG,2025-08-22 07:35:00 EST,87781bdab63d26efa8dd86221c5b7b24d6a22c1ce39264544c832acd1802b91f,aad3938ef2b9bb2e1e8fa1170db990048a4ef5d48c02024d9f3c9f24f5e245ff,64b76ce0a28b7134d7397105cca2184ed99e93a8eb692b1b3d194219a5a23a00
76,SECTION_76_FD-302_SURVEILLANCE,2025-08-22 15:18:00 EST,72523b60407eaa4eabb7bbb40f6ce3d7c6bf78009c5be719a386dd5c79b15800,64b76ce0a28b7134d7397105cca2184ed99e93a8eb692b1b3d194219a5a23a00,0d5a97aa3c51309374428f13022d85b874531c30c56d88c85334fc7fda6b69be
77,SECTION_77_CDR_CELLULAR_TOWER_LOG,2025-08-22 21:44:00 EST,4b521a91e8babc438620a08e238b282d0965ab49ef3be54649abc1d9201d8972,0d5a97aa3c51309374428f13022d85b874531c30c56d88c85334fc7fda6b69be,30c4d77448bb602033d6b3fd3974b66f83ebb958f67bc6ff27bba0b809565898
78,SECTION_78_FINANCIAL_AUDIT_LOG,2025-08-22 22:57:00 EST,f0767c20b0bbbab746a28414e988fda76c2f970f89889fe0162f341c1c5aaaee,30c4d77448bb602033d6b3fd3974b66f83ebb958f67bc6ff27bba0b809565898,7a567949c2df55723ae1ba19dbb7fb625e78538a7db3ab21bd8de9f99a197a4c
79,SECTION_79_WIRETAP_INTERCEPT,2025-08-23 07:18:00 EST,918ea40501379a1b5edf925949253d767dee647ad52e14ddc15f3fa5b3b23382,7a567949c2df55723ae1ba19dbb7fb625e78538a7db3ab21bd8de9f99a197a4c,381563f341d15caf80600067032b3019390b052c6629949c09f6de5002c95106
80,SECTION_80_FINANCIAL_AUDIT_LOG,2025-08-23 11:43:00 EST,13c2878fee627852a000507d11e0fd365c469608eb7153b7fa0fd7010fb4804a,381563f341d15caf80600067032b3019390b052c6629949c09f6de5002c95106,fb99e505e8022ef5d2aa9ed336c49c9fffcc1f27ed540666fa1dde63c3aebd0c
81,SECTION_81_FINANCIAL_AUDIT_LOG,2025-08-23 23:59:00 EST,bc40c0788afd7fdca6db2bcc557d8aaa77ee378161a58b61608c8072d92b1c21,fb99e505e8022ef5d2aa9ed336c49c9fffcc1f27ed540666fa1dde63c3aebd0c,ad50b272c2677e017e277e9b365891d71bd8d4e3fe6e5cdb55bc7a902ba761b2
